title,year,genre,director,rating,votes,runtime,revenue
Last Flag Flying,2017,"Comedy, Drama, War",Unknown Director,7.8,4932,121,162.9
Lady Bird,2017,"Comedy, Drama",Martin Scorsese,5.3,13262,141,
Murder on the Orient Express,2017,Mystery,Ridley Scott,7.2,15533,122,832.8
Daddy's Home 2,2017,Comedy,Wes Anderson,5.8,53188,126,28.8
LBJ,2017,"Drama, Political",Christopher Nolan,7.6,23713,143,31.2
"Three Billboards Outside Ebbing, Missouri",2017,"Crime, Drama",Unknown Director,6.8,1891,112,
Mayhem,2017,"Action, Comedy",Wes Anderson,6.7,1938,122,16.0
Justice League,2017,Superhero,James Cameron,7.8,479,106,
The Star,2017,"Animated, Comedy",Peter Jackson,7.4,4979,80,
Wonder,2017,Drama,James Cameron,5.4,70418,92,22.7
Cook Off!,2017,"Comedy, Satire",Steven Spielberg,7.6,65516,122,673.1
Mr. Roosevelt,2017,Comedy,Stanley Kubrick,5.6,21033,128,2.0
"Roman J. Israel, Esq.",2017,"Drama, Legal",Steven Spielberg,5.5,27552,93,4.8
Coco,2017,"Animated, Fantasy",Alfred Hitchcock,6.7,69077,121,194.0
Darkest Hour,2017,"Drama, War",Alfred Hitchcock,6.4,12833,103,125.0
The Man Who Invented Christmas,2017,"Comedy, Drama, Biography",Coen Brothers,7.8,10536,97,
Call Me by Your Name,2017,"Drama, Romance",Stanley Kubrick,3.6,5002,121,
The Disaster Artist,2017,"Comedy, Drama, Biography",Francis Ford Coppola,8.4,99857,88,
The Shape of Water,2017,"Fantasy, Romance",Christopher Nolan,5.6,26722,104,18.3
Wonder Wheel,2017,"Drama, Historical",Martin Scorsese,6.9,28950,96,
"I, Tonya",2017,"Comedy, Sports, Biography",Alfred Hitchcock,6.2,83315,87,17.5
Just Getting Started,2017,"Action, Comedy",Denis Villeneuve,6.3,3780,108,22.8
Star Wars: The Last Jedi,2017,Science Fiction,Ridley Scott,6.1,13606,125,
Ferdinand,2017,"Adventure, Animated, Comedy",Francis Ford Coppola,5.3,20089,98,214.2
Beyond Skyline,2017,"Action, Science Fiction",Peter Jackson,6.6,162760,137,20.7
Jumanji: Welcome to the Jungle,2017,"Adventure, Comedy, Fantasy",David Fincher,8.7,20687,106,42.7
The Greatest Showman,2017,"Drama, Musical, Biography",Coen Brothers,6.3,80708,122,27.1
Pitch Perfect 3,2017,"Comedy, Musical",Quentin Tarantino,6.4,30488,103,9.3
Downsizing,2017,"Comedy, Drama, Science Fiction",Christopher Nolan,6.8,83985,83,
Father Figures,2017,Comedy,David Fincher,4.0,50879,116,
The Post,2017,"Historical, Political, Thriller",David Fincher,5.9,35339,129,38.6
Bright,2017,"Action, Fantasy",James Cameron,6.1,37601,131,24.7
Crooked House,2017,Mystery,Wes Anderson,5.5,7528,98,56.1
Hostiles,2017,"Drama, Western",Ridley Scott,4.3,5064,106,330.6
All the Money in the World,2017,"Crime, Thriller, Biography",Christopher Nolan,5.4,35286,128,
Molly's Game,2017,"Crime, Drama, Biography",Wes Anderson,6.9,110728,139,666.5
Phantom Thread,2017,"Drama, Historical",Quentin Tarantino,5.3,72852,89,54.1
Insidious: The Last Key,2018,"Horror, Supernatural",Denis Villeneuve,6.5,76935,117,54.1
The Strange Ones,2018,"Drama, Thriller",Paul Thomas Anderson,4.9,21907,136,
Stratton,2018,"Action, Thriller",James Cameron,5.1,20558,115,170.1
Sweet Country,2018,Drama,Ridley Scott,6.7,28625,137,
The Commuter,2018,"Action, Thriller",Martin Scorsese,6.2,2745,160,1.0
Proud Mary,2018,"Action, Thriller",Wes Anderson,5.1,51635,104,13.3
Acts of Violence,2018,"Action, Thriller",James Cameron,7.6,75518,117,77.1
Freak Show,2018,"Comedy, Drama",Paul Thomas Anderson,6.1,69634,120,250.6
Humor Me,2018,Comedy,Christopher Nolan,5.2,51568,125,
Vazante,2018,"Adventure, Drama, Historical",Martin Scorsese,6.4,169798,135,881.0
Mary and the Witch's Flower,2018,"Animated, Fantasy",Peter Jackson,5.5,485,121,
12 Strong,2018,"Action, War",Ridley Scott,6.8,26949,131,71.4
Den of Thieves,2018,Action,Unknown Director,7.1,54577,79,7344.9
Forever My Girl,2018,"Drama, Romance",Francis Ford Coppola,7.1,55015,101,22.8
Maze Runner: The Death Cure,2018,Science Fiction,David Fincher,7.3,62356,94,
The Insult,2018,"Drama, Legal",Peter Jackson,6.5,834,111,21.4
Please Stand By,2018,"Comedy, Drama",Unknown Director,6.1,98500,116,42.5
Winchester,2018,"Horror, Supernatural",Unknown Director,6.9,97814,132,34.2
A Fantastic Woman,2018,Drama,Steven Spielberg,7.0,66398,120,12.5
Armed,2018,Action,Coen Brothers,6.1,3717,91,54.6
The Cloverfield Paradox,2018,"Horror, Science Fiction",Francis Ford Coppola,6.8,26118,96,
Bad Apples,2018,Horror,Ridley Scott,4.9,28133,105,17.1
Peter Rabbit,2018,"Live Action, Animated, Comedy",Christopher Nolan,6.7,19484,129,69.1
Fifty Shades Freed,2018,"Drama, Erotic, Romance",Unknown Director,6.0,4288,137,16.9
The 15:17 to Paris,2018,"Drama, Biography",Martin Scorsese,7.4,78901,109,48.7
La Boda de Valentina,2018,Unknown,Francis Ford Coppola,5.0,58860,127,18.3
Kri,2018,"Action, Drama, Romance",Paul Thomas Anderson,5.7,66898,124,
Permission,2018,"Comedy, Drama, Romance",Steven Spielberg,4.9,62202,123,
Monster Family,2018,"Animated, Comedy",Denis Villeneuve,8.5,8045,121,
Golden Exits,2018,Drama,Stanley Kubrick,6.1,31732,70,
Black Panther,2018,Superhero,Christopher Nolan,5.7,44783,124,7.8
Early Man,2018,"Animated, Comedy, Sports",Christopher Nolan,5.2,24832,88,3934.7
Loveless,2018,Drama,Stanley Kubrick,5.5,20500,68,
The Party,2018,Comedy,Coen Brothers,5.8,29752,176,480.8
Nostalgia,2018,Drama,Christopher Nolan,4.8,105612,104,53.6
Black '47,2018,"Drama, Historical",Denis Villeneuve,5.6,35750,124,442.4
Samson,2018,Drama,Christopher Nolan,5.8,65268,107,42.5
Game Night,2018,"Action, Comedy",Alfred Hitchcock,6.7,7201,95,
Annihilation,2018,"Horror, Science Fiction",Ridley Scott,6.0,122292,99,33.7
Every Day,2018,"Drama, Fantasy, Romance",Quentin Tarantino,5.5,26990,122,584.0
The Cured,2018,"Drama, Horror",Wes Anderson,7.2,57035,79,
The Lodgers,2018,Horror,Paul Thomas Anderson,7.0,36900,123,316.8
Red Sparrow,2018,"Spy, Thriller",Alfred Hitchcock,7.3,78236,112,
Death Wish,2018,"Action, Thriller",Unknown Director,6.3,101655,115,12.8
The Vanishing of Sidney Hall,2018,"Drama, Mystery",Quentin Tarantino,4.2,38051,121,65.1
Foxtrot,2018,Drama,Paul Thomas Anderson,7.1,53481,105,
Pickings,2018,"Comedy, Independent",Denis Villeneuve,7.9,49368,153,
A Wrinkle in Time,2018,"Adventure, Fantasy",Ridley Scott,7.7,96051,133,
Gringo,2018,"Comedy, Crime",Peter Jackson,6.2,31392,137,16.8
Thoroughbreds,2018,"Comedy, Thriller",Denis Villeneuve,7.0,78289,96,
The Death of Stalin,2018,"Comedy, Political, Satire",Martin Scorsese,6.0,56621,75,23.1
The Leisure Seeker,2018,"Comedy, Drama",Steven Spielberg,6.4,124779,136,
The Strangers: Prey at Night,2018,Slasher,Paul Thomas Anderson,8.4,151656,135,207.4
The Hurricane Heist,2018,"Action, Disaster",Unknown Director,6.9,786,103,
Tomb Raider,2018,"Action, Adventure",Wes Anderson,6.4,3785,90,
"Love, Simon",2018,"Comedy, Drama, Romance",Steven Spielberg,7.3,30247,90,
I Can Only Imagine,2018,"Drama, Biography",Ridley Scott,6.1,105462,126,218.6
7 Days in Entebbe,2018,"Action, Thriller",Paul Thomas Anderson,6.2,58666,120,176.8
Furlough,2018,"Comedy, Drama",James Cameron,7.3,96061,97,
Josie,2018,"Drama, Thriller",Coen Brothers,6.2,20204,151,1203.4
Flower,2018,"Comedy, Drama",Unknown Director,5.0,52766,75,30.8
Pacific Rim: Uprising,2018,Science Fiction,Unknown Director,6.8,96378,116,18.0
Isle of Dogs,2018,Animated,Denis Villeneuve,5.9,76457,106,72.1
Sherlock Gnomes,2018,"Animated, Comedy, Mystery",Wes Anderson,6.2,22862,128,238.0
Unsane,2018,Horror,Denis Villeneuve,7.8,6599,95,
"Paul, Apostle of Christ",2018,Drama,Martin Scorsese,6.8,30997,60,15.7
Final Portrait,2018,Drama,Unknown Director,9.7,34746,115,
Midnight Sun,2018,"Drama, Romance",Stanley Kubrick,7.1,95508,116,
Followers,2018,Unknown,Denis Villeneuve,6.4,10679,128,
Ready Player One,2018,Science Fiction,Alfred Hitchcock,5.3,54521,127,
Tyler Perry's Acrimony,2018,Thriller,Coen Brothers,5.3,9483,98,443.3
God's Not Dead: A Light in Darkness,2018,Drama,Quentin Tarantino,7.1,52496,105,793.6
Gemini,2018,"Mystery, Thriller",David Fincher,6.0,82916,120,
The Last Movie Star,2018,"Comedy, Drama",Alfred Hitchcock,7.1,77878,108,201.5
A Quiet Place,2018,"Horror, Science Fiction",Martin Scorsese,7.4,18707,85,84.4
Blockers,2018,"Comedy, Erotic",Quentin Tarantino,7.1,46979,112,27.6
You Were Never Really Here,2018,"Crime, Noir, Thriller",Coen Brothers,6.1,100,115,
Chappaquiddick,2018,"Drama, Political",Christopher Nolan,7.6,91741,77,99.0
Pandas,2018,Unknown,Paul Thomas Anderson,7.4,5982,86,12.8
Lean on Pete,2018,Drama,Wes Anderson,7.6,147310,85,189.5
The Miracle Season,2018,"Drama, Sports",Stanley Kubrick,6.3,8140,111,
Beirut,2018,"Political, Thriller",Christopher Nolan,6.1,25778,110,164.7
Rampage,2018,"Action, Adventure, Science Fiction",Denis Villeneuve,7.1,67985,128,46.8
Truth or Dare,2018,"Horror, Supernatural",Christopher Nolan,4.9,108875,145,
The Rider,2018,Western,Wes Anderson,6.7,5049,126,
Sgt. Stubby: An American Hero,2018,"Adventure, Animated",Alfred Hitchcock,3.7,5409,120,27.2
I Feel Pretty,2018,Comedy,Martin Scorsese,6.1,18790,118,658.1
Super Troopers 2,2018,Comedy,Quentin Tarantino,8.0,99697,128,174.1
Traffik,2018,"Horror, Thriller",Coen Brothers,6.2,35878,111,
The House of Tomorrow,2018,"Comedy, Drama, Independent",David Fincher,6.3,9464,104,
Liz and the Blue Bird,2018,"Animated, Drama",Unknown Director,5.8,6682,103,6.5
Avengers: Infinity War,2018,Superhero,Francis Ford Coppola,7.4,38073,122,1060.8
Disobedience,2018,"Drama, Romance",David Fincher,4.2,7421,119,
Backstabbing for Beginners,2018,"Political, Thriller",James Cameron,3.9,4950,133,
Kings,2018,Drama,David Fincher,7.4,12226,130,44.4
Overboard,2018,"Comedy, Romance",Martin Scorsese,6.9,39667,101,54.9
Tully,2018,"Comedy, Drama",Ridley Scott,8.2,166871,95,10.1
Bad Samaritan,2018,Thriller,Peter Jackson,5.3,2554,112,583.7
The Cleanse,2018,"Comedy, Fantasy",Denis Villeneuve,5.9,43904,125,
The Guardians,2018,Drama,Wes Anderson,7.2,95025,117,
Life of the Party,2018,Comedy,Unknown Director,6.0,442,79,
Breaking In,2018,"Action, Thriller",Peter Jackson,6.8,4345,115,44.1
The Seagull,2018,"Drama, Historical",Quentin Tarantino,6.6,30576,124,
Terminal,2018,"Noir, Thriller",Wes Anderson,7.3,53246,80,296.8
Revenge,2018,"Action, Thriller",Paul Thomas Anderson,7.7,983,139,106.3
Deadpool 2,2018,Superhero,Peter Jackson,6.3,1242,140,203.2
Book Club,2018,"Comedy, Romance",Ridley Scott,7.4,16689,126,202.7
First Reformed,2018,Drama,Wes Anderson,5.8,83737,121,591.2
Pope Francis: A Man of His Word,2018,Documentary,Peter Jackson,6.5,41217,110,252.3
Show Dogs,2018,Comedy,Denis Villeneuve,5.1,168169,121,
Solo: A Star Wars Story,2018,Western,Unknown Director,5.1,7813,121,35.3
How to Talk to Girls at Parties,2018,"Comedy, Science Fiction, Romance",Francis Ford Coppola,7.2,25760,124,324.5
In Darkness,2018,Thriller,Wes Anderson,7.4,48321,169,333.8
The Misandrists,2018,Drama,Stanley Kubrick,7.1,60400,107,285.0
Future World,2018,"Action, Science Fiction, Western",Coen Brothers,7.0,6739,130,
Action Point,2018,Comedy,Peter Jackson,8.1,22021,130,
Adrift,2018,Drama,Peter Jackson,6.5,14754,117,94.0
Upgrade,2018,Action,Steven Spielberg,6.5,10619,98,712.6
American Animals,2018,Action,David Fincher,8.5,86292,116,
Social Animals,2018,Comedy,Christopher Nolan,9.7,39231,94,1263.2
Ocean's 8,2018,"Comedy, Action",Wes Anderson,6.9,129,135,109.0
Won't You Be My Neighbor?,2018,Documentary,Martin Scorsese,6.1,49747,90,
Hereditary,2018,Horror,Christopher Nolan,4.9,32050,122,
Hotel Artemis,2018,Unknown,Martin Scorsese,6.3,73450,72,
Superfly,2018,"Action, Crime, Thriller",Alfred Hitchcock,7.0,21978,68,325.4
Incredibles 2,2018,"Animated, Superhero",Denis Villeneuve,4.5,68974,114,8.1
Tag,2018,Comedy,Francis Ford Coppola,5.3,35735,132,201.9
On Chesil Beach,2018,Drama,Francis Ford Coppola,7.8,82421,106,
Gotti,2018,"Crime, Biography",Martin Scorsese,6.2,2918,114,171.3
Jurassic World: Fallen Kingdom,2018,"Action, Science Fiction",Ridley Scott,6.1,17990,65,6.0
Boundaries,2018,"Comedy, Drama",Unknown Director,7.9,15579,70,
Damsel,2018,"Comedy, Western",Paul Thomas Anderson,6.5,4804,95,
The Domestics,2018,"Action, Horror",Steven Spielberg,7.2,39546,121,23.0
Sicario: Day of the Soldado,2018,"Action, Thriller",James Cameron,6.0,36683,143,62.0
Leave No Trace,2018,Drama,James Cameron,5.9,8600,102,43.2
Uncle Drew,2018,"Comedy, Sports",Martin Scorsese,5.8,113365,113,181.1
Woman Walks Ahead,2018,"Drama, Western, Biography",Steven Spielberg,6.7,28242,93,114.8
The First Purge,2018,"Action, Horror",Quentin Tarantino,9.3,14568,102,
Ant-Man and the Wasp,2018,Superhero,Stanley Kubrick,5.2,33774,73,
Sorry to Bother You,2018,Comedy,Martin Scorsese,6.9,94463,96,117.9
Whitney,2018,Documentary,Wes Anderson,7.2,6903,79,1236.4
Hotel Transylvania 3: Summer Vacation,2018,"Animated, Comedy",Steven Spielberg,6.4,142522,116,2412.3
Skyscraper,2018,"Action, Thriller",Denis Villeneuve,5.1,109037,93,
Eighth Grade,2018,"Comedy, Drama",Francis Ford Coppola,7.4,7988,98,85.4
"Don't Worry, He Won't Get Far on Foot",2018,"Comedy, Drama",Ridley Scott,6.7,8043,121,
Shock and Awe,2018,Drama,James Cameron,7.0,28319,104,80.2
Mamma Mia! Here We Go Again,2018,"Comedy, Musical, Romance",David Fincher,7.9,342295,118,563.5
The Equalizer 2,2018,Action,Quentin Tarantino,6.2,97630,101,163.9
Blindspotting,2018,"Comedy, Drama",Martin Scorsese,5.4,11992,105,82.5
Unfriended: Dark Web,2018,Horror,Paul Thomas Anderson,5.3,26169,91,10.9
Bleach,2018,"Action, Fantasy",Stanley Kubrick,5.9,46656,119,497.2
Gauguin – Voyage de Tahiti,2018,Unknown,Ridley Scott,6.3,133,106,
Mission: Impossible – Fallout,2018,"Action, Spy, Thriller",Alfred Hitchcock,9.3,19526,84,
Teen Titans Go! To the Movies,2018,"Animated, Comedy, Superhero",Wes Anderson,6.7,133340,151,3.3
Detective Dee: The Four Heavenly Kings,2018,"Action, Adventure, Fantasy",Steven Spielberg,4.1,9859,101,
Hot Summer Nights,2018,"Crime, Drama, Noir",James Cameron,6.5,22111,88,
Puzzle,2018,Drama,Paul Thomas Anderson,5.3,2002,117,46.3
Extinction,2018,"Action, Science Fiction",Ridley Scott,4.7,13156,112,116.7
Christopher Robin,2018,"Live Action, Animated, Comedy",Ridley Scott,7.0,51888,103,105.5
The Darkest Minds,2018,Science Fiction,Alfred Hitchcock,6.5,86865,148,484.2
The Spy Who Dumped Me,2018,"Action, Comedy",Denis Villeneuve,6.1,144445,121,
The Miseducation of Cameron Post,2018,Drama,Quentin Tarantino,6.4,41233,116,1777.7
Never Goin' Back,2018,Comedy,Martin Scorsese,6.9,4235,60,
Dog Days,2018,"Comedy, Romance",James Cameron,7.2,109342,123,146.2
The Meg,2018,"Action, Science Fiction",Alfred Hitchcock,5.7,17239,83,96.5
BlacKkKlansman,2018,"Comedy, Crime, Biography",Denis Villeneuve,6.0,5167,77,517.9
Slender Man,2018,"Horror, Supernatural",Steven Spielberg,6.3,13549,98,
A Prayer Before Dawn,2018,"Drama, Biography",Stanley Kubrick,7.6,162941,101,327.3
Crazy Rich Asians,2018,"Comedy, Drama, Romance",Stanley Kubrick,5.8,145981,105,5.6
Alpha,2018,"Adventure, Historical",Quentin Tarantino,6.0,110622,100,
Mile 22,2018,"Action, Thriller",Christopher Nolan,7.0,13036,124,886.7
The Wife,2018,Drama,Ridley Scott,7.3,72716,136,31.1
Billionaire Boys Club,2018,"Crime, Drama, Biography",Peter Jackson,3.9,21836,86,119.3
"Juliet, Naked",2018,"Comedy, Romance",Christopher Nolan,7.1,28545,87,125.2
Down a Dark Hall,2018,"Horror, Supernatural",Alfred Hitchcock,4.5,69607,119,3.2
To All the Boys I've Loved Before,2018,"Comedy, Teen, Romance",Ridley Scott,7.1,49608,85,
The Happytime Murders,2018,"Comedy, Crime, Erotic",Denis Villeneuve,5.1,38354,153,68.2
Searching,2018,"Mystery, Thriller",Christopher Nolan,7.9,73152,139,
Papillon,2018,Drama,Christopher Nolan,10.0,154591,100,
A.X.L.,2018,"Adventure, Science Fiction",Unknown Director,6.0,100,123,50.0
Operation Finale,2018,"Drama, Historical",Martin Scorsese,5.0,40679,112,56.2
Kin,2018,"Action, Science Fiction, Short",Quentin Tarantino,6.6,17556,114,
The Little Stranger,2018,Drama,Unknown Director,5.0,29836,112,43.0
Destination Wedding,2018,"Comedy, Drama, Romance",Coen Brothers,2.4,41642,133,
Reprisal,2018,"Action, Thriller",Wes Anderson,7.3,83029,116,18.6
The Nun,2018,"Horror, Supernatural",Alfred Hitchcock,8.3,9208,80,34.2
Peppermint,2018,"Action, Thriller",Steven Spielberg,7.0,219332,107,397.2
The Predator,2018,"Action, Science Fiction",Coen Brothers,7.8,75788,93,131.3
White Boy Rick,2018,"Crime, Drama",Coen Brothers,8.7,6538,102,6.9
A Simple Favor,2018,"Crime, Thriller",Quentin Tarantino,8.1,93334,133,
The Children Act,2018,Drama,Wes Anderson,6.1,117490,90,27.8
Lizzie,2018,"Thriller, Biography",Wes Anderson,8.2,4436,117,1471.9
Unbroken: Path to Redemption,2018,Drama,Christopher Nolan,6.5,12291,134,
Hell House LLC II: The Abaddon Hotel,2018,"Horror, Mystery",Steven Spielberg,5.6,14083,86,
The House with a Clock in Its Walls,2018,"Comedy, Fantasy",Stanley Kubrick,6.6,41536,120,8.3
Life Itself,2018,Drama,Alfred Hitchcock,8.5,97923,89,1116.9
The Sisters Brothers,2018,Western,Stanley Kubrick,7.7,88592,109,26.0
Assassination Nation,2018,"Comedy, Thriller",Peter Jackson,8.1,100,91,
Colette,2018,"Drama, Biography",Quentin Tarantino,6.1,103401,128,
Fahrenheit 11/9,2018,Documentary,Steven Spielberg,6.2,224890,128,
My Son,2018,Unknown,Steven Spielberg,7.5,57194,72,
"Love, Gilda",2018,Documentary,Stanley Kubrick,7.9,16216,99,
My Hero Academia: Two Heroes,2018,"Animated, Superhero",Peter Jackson,7.4,134196,128,
Smallfoot,2018,"Animated, Comedy, Musical",Francis Ford Coppola,6.4,20474,108,24.6
Night School,2018,Comedy,Quentin Tarantino,5.1,23924,98,217.3
The Old Man & the Gun,2018,"Crime, Biography",Stanley Kubrick,6.0,36822,146,
Hell Fest,2018,Slasher,James Cameron,7.6,16241,105,5.0
Power of the Air,2018,Unknown,Christopher Nolan,6.7,46050,140,108.8
Venom,2018,Superhero,Stanley Kubrick,4.3,43007,106,867.1
A Star Is Born,2018,"Drama, Romance",Alfred Hitchcock,6.3,139619,126,
The Great Buster: A Celebration,2018,Documentary,Francis Ford Coppola,7.7,148618,122,
The Happy Prince,2018,"Drama, Biography",Coen Brothers,5.7,44503,116,1007.6
First Man,2018,"Drama, Biography",Francis Ford Coppola,7.4,100007,143,969.0
Bad Times at the El Royale,2018,"Noir, Thriller",Peter Jackson,9.1,24486,92,108.9
Goosebumps 2: Haunted Halloween,2018,"Comedy, Horror",David Fincher,8.1,201871,101,
Beautiful Boy,2018,"Drama, Biography",Wes Anderson,7.2,34774,109,261.8
The Oath,2018,Comedy,Christopher Nolan,7.9,68341,136,
Gosnell: The Trial of America's Biggest Serial Killer,2018,Drama,Denis Villeneuve,6.8,41247,131,431.4
After Everything,2018,"Comedy, Drama",Alfred Hitchcock,6.3,82495,123,341.0
Halloween,2018,Slasher,David Fincher,8.0,194164,123,
The Hate U Give,2018,Drama,Denis Villeneuve,7.2,5269,111,21.4
Can You Ever Forgive Me?,2018,Biography,James Cameron,7.2,122261,96,73.9
Mid90s,2018,"Comedy, Drama",Christopher Nolan,5.8,129128,91,
Wildlife,2018,Drama,Alfred Hitchcock,4.6,95108,72,20.5
What They Had,2018,Drama,Steven Spielberg,7.4,41380,128,43.3
Hunter Killer,2018,"Action, Thriller",Peter Jackson,6.4,94610,90,
Johnny English Strikes Again,2018,"Action, Comedy, Spy",Ridley Scott,7.0,332340,108,162.0
Suspiria,2018,"Horror, Supernatural",Denis Villeneuve,5.2,43281,78,277.8
Indivisible,2018,Drama,Alfred Hitchcock,2.5,13304,100,43.1
Bullitt County,2018,Thriller,Quentin Tarantino,6.6,34938,88,4331.1
Bohemian Rhapsody,2018,"Drama, Musical, Biography",Wes Anderson,8.5,5244,121,333.5
The Nutcracker and the Four Realms,2018,"Adventure, Fantasy",Alfred Hitchcock,7.6,94567,95,70.2
Nobody's Fool,2018,"Comedy, Romance",Stanley Kubrick,6.3,30040,137,
Boy Erased,2018,"Drama, Biography",Francis Ford Coppola,5.9,257562,94,191.1
A Private War,2018,"Drama, War, Biography",Peter Jackson,5.9,85068,98,132.2
Bodied,2018,"Comedy, Drama",Wes Anderson,4.1,61770,128,
The Front Runner,2018,"Drama, Political",Stanley Kubrick,8.0,98389,126,242.6
The Grinch,2018,"Animated, Comedy, Fantasy",Coen Brothers,5.7,9394,111,102.4
The Girl in the Spider's Web,2018,"Action, Thriller",Wes Anderson,8.4,63287,138,62.1
Overlord,2018,"Action, Horror, Historical",Unknown Director,7.3,140407,133,12.5
The Ballad of Buster Scruggs,2018,Western,Francis Ford Coppola,5.1,61163,138,115.2
Lazer Team 2,2018,"Action, Comedy, Science Fiction",Ridley Scott,5.4,81677,182,
